date,name,relative_popularity,nationality,page_views,edits
2018-06-30,Mohanlal,28.0,IN-KL,88241,66
2018-07-31,Mohanlal,26.4,IN-KL,91179,3
2018-08-31,Mohanlal,27.75,IN-KL,94392,23
2018-09-30,Mohanlal,24.8,IN-KL,88210,8
2018-10-31,Mohanlal,26.75,IN-KL,76889,1
2018-11-30,Mohanlal,21.0,IN-KL,70158,0
2018-12-31,Mohanlal,27.4,IN-KL,103211,6
2019-01-31,Mohanlal,24.75,IN-KL,106823,8
2019-02-28,Mohanlal,18.25,IN-KL,72751,0
2019-03-31,Mohanlal,25.0,IN-KL,93974,2
2019-04-30,Mohanlal,24.0,IN-KL,105450,5
2019-05-31,Mohanlal,26.75,IN-KL,143825,11
2019-06-30,Mohanlal,18.6,IN-KL,76235,7
2019-07-31,Mohanlal,18.25,IN-KL,74446,19
2019-08-31,Mohanlal,17.5,IN-KL,83444,12
2019-09-30,Mohanlal,22.8,IN-KL,104413,6
2019-10-31,Mohanlal,18.5,IN-KL,96515,3
2019-11-30,Mohanlal,17.0,IN-KL,149400,13
2019-12-31,Mohanlal,18.0,IN-KL,163511,10
2020-01-31,Mohanlal,18.0,IN-KL,98466,15
2020-02-29,Mohanlal,17.0,IN-KL,88811,13
2020-03-31,Mohanlal,23.8,IN-KL,129703,8
2020-04-30,Mohanlal,26.75,IN-KL,171426,0
2020-05-31,Mohanlal,39.4,IN-KL,226114,11
2020-06-30,Mohanlal,20.25,IN-KL,95962,5
2020-07-31,Mohanlal,21.0,IN-KL,98627,14
2020-08-31,Mohanlal,19.4,IN-KL,89631,12
2020-09-30,Mohanlal,18.75,IN-KL,77987,12
2020-10-31,Mohanlal,17.75,IN-KL,71412,12
2020-11-30,Mohanlal,17.8,IN-KL,75979,10
2020-12-31,Mohanlal,18.5,IN-KL,70918,12
2016-01-31,Vijay Mallya,2.2,IN-KA,43804,20
2016-02-29,Vijay Mallya,13.0,IN-KA,142293,26
2016-03-31,Vijay Mallya,52.75,IN-KA,958552,185
2016-04-30,Vijay Mallya,18.0,IN-KA,242830,47
2016-05-31,Vijay Mallya,10.0,IN-KA,160811,84
2016-06-30,Vijay Mallya,6.25,IN-KA,85186,8
2016-07-31,Vijay Mallya,5.0,IN-KA,67631,56
2016-08-31,Vijay Mallya,3.5,IN-KA,48045,0
2016-09-30,Vijay Mallya,3.5,IN-KA,55254,9
2016-10-31,Vijay Mallya,2.8,IN-KA,42324,2
2016-11-30,Vijay Mallya,6.5,IN-KA,73420,7
2016-12-31,Vijay Mallya,3.5,IN-KA,48778,2
2017-01-31,Vijay Mallya,3.4,IN-KA,54348,2
2017-02-28,Vijay Mallya,4.0,IN-KA,55074,17
2017-03-31,Vijay Mallya,4.75,IN-KA,61741,20
2017-04-30,Vijay Mallya,17.8,IN-KA,209489,60
2017-05-31,Vijay Mallya,4.0,IN-KA,68128,59
2017-06-30,Vijay Mallya,8.5,IN-KA,102761,54
2017-07-31,Vijay Mallya,3.8,IN-KA,57166,28
2017-08-31,Vijay Mallya,2.5,IN-KA,37564,24
2017-09-30,Vijay Mallya,2.0,IN-KA,34054,13
2017-10-31,Vijay Mallya,5.8,IN-KA,65132,26
2017-11-30,Vijay Mallya,2.75,IN-KA,46335,23
2017-12-31,Vijay Mallya,4.4,IN-KA,66469,32
2018-01-31,Vijay Mallya,3.0,IN-KA,54341,22
2018-02-28,Vijay Mallya,6.5,IN-KA,107740,30
2018-03-31,Vijay Mallya,11.25,IN-KA,182838,47
2018-04-30,Vijay Mallya,6.4,IN-KA,104149,24
2018-05-31,Vijay Mallya,5.25,IN-KA,72551,32
2018-06-30,Vijay Mallya,5.5,IN-KA,60034,18
2018-07-31,Vijay Mallya,6.2,IN-KA,82678,29
2018-08-31,Vijay Mallya,4.25,IN-KA,72316,56
2018-09-30,Vijay Mallya,7.2,IN-KA,116464,4
2018-10-31,Vijay Mallya,3.25,IN-KA,46784,25
2018-11-30,Vijay Mallya,3.5,IN-KA,48061,16
2018-12-31,Vijay Mallya,10.6,IN-KA,122183,48
2019-01-31,Vijay Mallya,3.75,IN-KA,59518,29
2019-02-28,Vijay Mallya,6.75,IN-KA,81189,7
2019-03-31,Vijay Mallya,7.4,IN-KA,177788,9
2019-04-30,Vijay Mallya,5.5,IN-KA,126284,2
2019-05-31,Vijay Mallya,3.5,IN-KA,64212,3
2019-06-30,Vijay Mallya,7.0,IN-KA,116409,1
2019-07-31,Vijay Mallya,4.75,IN-KA,78783,9
2019-08-31,Vijay Mallya,3.25,IN-KA,61047,28
2019-09-30,Vijay Mallya,2.2,IN-KA,44445,4
2019-10-31,Vijay Mallya,2.0,IN-KA,40718,31
2019-11-30,Vijay Mallya,2.0,IN-KA,39245,26
2019-12-31,Vijay Mallya,3.0,IN-KA,43511,24
2020-01-31,Vijay Mallya,2.75,IN-KA,53796,24
2020-02-29,Vijay Mallya,3.5,IN-KA,54529,23
2020-03-31,Vijay Mallya,3.2,IN-KA,85570,28
2020-04-30,Vijay Mallya,4.5,IN-KA,80411,16
2020-05-31,Vijay Mallya,8.8,IN-KA,84273,8
2020-06-30,Vijay Mallya,3.75,IN-KA,79474,24
2020-07-31,Vijay Mallya,3.0,IN-KA,61667,29
2020-08-31,Vijay Mallya,4.0,IN-KA,74275,16
2020-09-30,Vijay Mallya,3.5,IN-KA,68314,14
2020-10-31,Vijay Mallya,13.0,IN-KA,453352,33
2020-11-30,Vijay Mallya,5.4,IN-KA,175035,20
2020-12-31,Vijay Mallya,3.75,IN-KA,88918,16
2016-01-31,Rohit Sharma,6.8,IN-MH,221659,131
2016-02-29,Rohit Sharma,5.0,IN-MH,105342,34
2016-03-31,Rohit Sharma,6.25,IN-MH,144024,31
2016-04-30,Rohit Sharma,5.75,IN-MH,109957,23
2016-05-31,Rohit Sharma,5.0,IN-MH,103508,19
2016-06-30,Rohit Sharma,3.25,IN-MH,62197,6
2016-07-31,Rohit Sharma,3.0,IN-MH,47810,21
2016-08-31,Rohit Sharma,3.5,IN-MH,46681,49
2016-09-30,Rohit Sharma,3.5,IN-MH,50148,37
2016-10-31,Rohit Sharma,5.0,IN-MH,102423,41
2016-11-30,Rohit Sharma,3.25,IN-MH,50738,14
2016-12-31,Rohit Sharma,3.5,IN-MH,51354,5
2017-01-31,Rohit Sharma,3.8,IN-MH,70623,9
2017-02-28,Rohit Sharma,3.75,IN-MH,54243,18
2017-03-31,Rohit Sharma,3.75,IN-MH,56446,21
2017-04-30,Rohit Sharma,4.6,IN-MH,83294,16
2017-05-31,Rohit Sharma,5.75,IN-MH,112461,47
2017-06-30,Rohit Sharma,8.0,IN-MH,170560,77
2017-07-31,Rohit Sharma,3.4,IN-MH,49232,38
2017-08-31,Rohit Sharma,4.25,IN-MH,76356,57
2017-09-30,Rohit Sharma,4.25,IN-MH,93177,45
2017-10-31,Rohit Sharma,6.0,IN-MH,146937,96
2017-11-30,Rohit Sharma,4.25,IN-MH,107906,45
2017-12-31,Rohit Sharma,21.6,IN-MH,461416,31
2018-01-31,Rohit Sharma,5.0,IN-MH,93204,43
2018-02-28,Rohit Sharma,6.0,IN-MH,124636,86
2018-03-31,Rohit Sharma,5.75,IN-MH,110807,87
2018-04-30,Rohit Sharma,9.2,IN-MH,177757,76
2018-05-31,Rohit Sharma,7.0,IN-MH,139535,52
2018-06-30,Rohit Sharma,6.0,IN-MH,71077,31
2018-07-31,Rohit Sharma,7.2,IN-MH,177360,62
2018-08-31,Rohit Sharma,5.25,IN-MH,82726,2
2018-09-30,Rohit Sharma,10.4,IN-MH,238029,61
2018-10-31,Rohit Sharma,18.0,IN-MH,277779,0
2018-11-30,Rohit Sharma,9.75,IN-MH,182862,0
2018-12-31,Rohit Sharma,7.8,IN-MH,98631,0
2019-01-31,Rohit Sharma,9.75,IN-MH,204764,89
2019-02-28,Rohit Sharma,6.25,IN-MH,93860,74
2019-03-31,Rohit Sharma,8.8,IN-MH,148672,91
2019-04-30,Rohit Sharma,12.75,IN-MH,183699,47
2019-05-31,Rohit Sharma,11.25,IN-MH,191808,99
2019-06-30,Rohit Sharma,40.8,IN-MH,486783,100
2019-07-31,Rohit Sharma,25.5,IN-MH,810375,0
2019-08-31,Rohit Sharma,8.5,IN-MH,132093,0
2019-09-30,Rohit Sharma,9.0,IN-MH,86974,0
2019-10-31,Rohit Sharma,12.75,IN-MH,281363,0
2019-11-30,Rohit Sharma,9.5,IN-MH,136263,0
2019-12-31,Rohit Sharma,13.6,IN-MH,246099,0
2020-01-31,Rohit Sharma,15.25,IN-MH,232230,20
2020-02-29,Rohit Sharma,9.25,IN-MH,127819,4
2020-03-31,Rohit Sharma,5.4,IN-MH,70073,41
2020-04-30,Rohit Sharma,9.75,IN-MH,135385,8
2020-05-31,Rohit Sharma,5.2,IN-MH,106647,8
2020-06-30,Rohit Sharma,4.0,IN-MH,71203,13
2020-07-31,Rohit Sharma,4.25,IN-MH,63005,2
2020-08-31,Rohit Sharma,5.4,IN-MH,110834,5
2020-09-30,Rohit Sharma,11.0,IN-MH,134458,18
2020-10-31,Rohit Sharma,16.75,IN-MH,222583,12
2020-11-30,Rohit Sharma,15.6,IN-MH,235481,9
2020-12-31,Rohit Sharma,10.75,IN-MH,163953,11
2016-01-31,Mamata Banerjee,3.8,IN-WB,42243,12
2016-02-29,Mamata Banerjee,4.0,IN-WB,28582,9
2016-03-31,Mamata Banerjee,6.0,IN-WB,51943,13
2016-04-30,Mamata Banerjee,6.5,IN-WB,60363,16
2016-05-31,Mamata Banerjee,10.0,IN-WB,134206,36
2016-06-30,Mamata Banerjee,4.25,IN-WB,37550,10
2016-07-31,Mamata Banerjee,4.8,IN-WB,31074,5
2016-08-31,Mamata Banerjee,4.25,IN-WB,26626,2
2016-09-30,Mamata Banerjee,4.5,IN-WB,29062,9
2016-10-31,Mamata Banerjee,4.4,IN-WB,32036,6
2016-11-30,Mamata Banerjee,15.0,IN-WB,80098,18
2016-12-31,Mamata Banerjee,10.5,IN-WB,119811,42
2017-01-31,Mamata Banerjee,7.6,IN-WB,115719,38
2017-02-28,Mamata Banerjee,4.5,IN-WB,35102,8
2017-03-31,Mamata Banerjee,5.25,IN-WB,50106,25
2017-04-30,Mamata Banerjee,6.6,IN-WB,55514,54
2017-05-31,Mamata Banerjee,5.25,IN-WB,39674,13
2017-06-30,Mamata Banerjee,5.75,IN-WB,42969,33
2017-07-31,Mamata Banerjee,7.2,IN-WB,64243,32
2017-08-31,Mamata Banerjee,6.0,IN-WB,46924,45
2017-09-30,Mamata Banerjee,7.0,IN-WB,55288,9
2017-10-31,Mamata Banerjee,6.4,IN-WB,78827,19
2017-11-30,Mamata Banerjee,5.25,IN-WB,43207,10
2017-12-31,Mamata Banerjee,5.4,IN-WB,37939,16
2018-01-31,Mamata Banerjee,4.5,IN-WB,41478,22
2018-02-28,Mamata Banerjee,5.0,IN-WB,30351,18
2018-03-31,Mamata Banerjee,7.0,IN-WB,67703,13
2018-04-30,Mamata Banerjee,6.6,IN-WB,46790,13
2018-05-31,Mamata Banerjee,10.25,IN-WB,83316,30
2018-06-30,Mamata Banerjee,7.25,IN-WB,51813,25
2018-07-31,Mamata Banerjee,11.0,IN-WB,62747,13
2018-08-31,Mamata Banerjee,12.5,IN-WB,100455,20
2018-09-30,Mamata Banerjee,10.6,IN-WB,55623,20
2018-10-31,Mamata Banerjee,9.0,IN-WB,36533,7
2018-11-30,Mamata Banerjee,10.75,IN-WB,63818,15
2018-12-31,Mamata Banerjee,10.4,IN-WB,53360,24
2019-01-31,Mamata Banerjee,15.25,IN-WB,84735,28
2019-02-28,Mamata Banerjee,34.25,IN-WB,218926,39
2019-03-31,Mamata Banerjee,15.0,IN-WB,90992,44
2019-04-30,Mamata Banerjee,20.25,IN-WB,120038,82
2019-05-31,Mamata Banerjee,63.0,IN-WB,472550,183
2019-06-30,Mamata Banerjee,25.2,IN-WB,210836,41
2019-07-31,Mamata Banerjee,13.25,IN-WB,48972,19
2019-08-31,Mamata Banerjee,12.5,IN-WB,53813,26
2019-09-30,Mamata Banerjee,11.8,IN-WB,44352,38
2019-10-31,Mamata Banerjee,8.25,IN-WB,36093,0
2019-11-30,Mamata Banerjee,8.5,IN-WB,41151,0
2019-12-31,Mamata Banerjee,13.8,IN-WB,96291,0
2020-01-31,Mamata Banerjee,9.25,IN-WB,60313,37
2020-02-29,Mamata Banerjee,7.0,IN-WB,38869,21
2020-03-31,Mamata Banerjee,11.6,IN-WB,46575,33
2020-04-30,Mamata Banerjee,13.75,IN-WB,83090,98
2020-05-31,Mamata Banerjee,12.6,IN-WB,95756,25
2020-06-30,Mamata Banerjee,7.0,IN-WB,44681,38
2020-07-31,Mamata Banerjee,7.75,IN-WB,47953,38
2020-08-31,Mamata Banerjee,7.8,IN-WB,46145,9
2020-09-30,Mamata Banerjee,5.75,IN-WB,35793,11
2020-10-31,Mamata Banerjee,5.75,IN-WB,39705,17
2020-11-30,Mamata Banerjee,6.8,IN-WB,68686,4
2020-12-31,Mamata Banerjee,12.25,IN-WB,120794,95
